마케팅팀,대리점코드,대리점명,매장코드,매장명,지원매장구분,MC Info,매장상세유형,매장특성구분,매장평수,주소,개설일
동대구마케팅팀,D33679,상상대리점,D336790047,상상대리점 하양센터점,투자매장,MC00067216,직영매장,T Premium Store,90,"경북 경산시 하양읍 하양로 89, SK텔레콤 상상대리점 하양센터점",2023-09-13
동대구마케팅팀,D33679,상상대리점,D336790048,상상대리점 동호직영점,자가매장,,직영매장,T Premium Store,23,"대구 동구 안심로 358, 1층 (동호동) SG타워(세기타워) 1층 SK텔레콤",2023-10-18
동대구마케팅팀,D33679,상상대리점,D336790049,상상대리점 복현오거리점,투자매장,MC00066610,직영매장,T Premium Store,21,"대구 북구 검단로 3 (산격동) 3, 1층 113호 (산격점,복현오거리)",2024-02-19
동대구마케팅팀,D33679,상상대리점,D336790050,상상대리점 율하직영점,자가매장,,직영매장,T world 2.0,20,"대구 동구 안심로22길 50, 101,102호(율하동)",2024-12-12
동대구마케팅팀,D33679,상상대리점,D336790051,상상대리점 수성센터,투자매장,MC00135074,직영매장,T Premium Store,76,"대구 수성구 달구벌대로 2520, 1층 SK텔레콤",2024-12-16
동대구마케팅팀,D33679,상상대리점,D336790052,상상대리점 수성동아점,자가매장,,직영매장,T world 2.0,35,"대구 수성구 용학로 294, (범물동) 덕암빌딩",2025-11-13
동대구마케팅팀,D33698,온오프대리점,D336980003,온오프대리점 만촌점,자가매장,,외부위탁_운영,T world 2.0,14,대구 수성구 교학로 8 (만촌동),2016-03-25
동대구마케팅팀,D33698,온오프대리점,D336980005,온오프대리점 개통사무실,자가매장,,,T world 2.0,20,"대구 동구 안심로65길 34, (각산동) 신라섬유(주) 본관사무실",2016-04-14
동대구마케팅팀,D33703,안심대리점,D337030000,안심대리점 본점,자가매장,,직영매장,,15,"대구 동구 안심로41길 31, 1동 1호(신기동,신기모란2차상가)",2015-06-02
동대구마케팅팀,D33713,DK직영SHOP,D337130003,DK직영SHOP 월성점,자가매장,,외부위탁_운영,T world 2.0,14,"대구 달서구 학산로 14, A동 1층 114호(월성동,월성우방코아)",2015-11-26
동대구마케팅팀,D33713,DK직영SHOP,D337130004,DK직영SHOP 소매사무실,자가매장,,직영매장,T world 2.0,70,"대구 중구 대봉로 240, A동 217호(대봉동,대봉서한포레스트)",2015-11-26
동대구마케팅팀,D33713,DK직영SHOP,D337130006,DK직영SHOP 서변점,자가매장,,외부위탁_자영,T world 2.0,20,"대구 북구 호국로 219, 1층(서변동,대성골든프라자1차)",2015-12-04
동대구마케팅팀,D33713,DK직영SHOP,D337130009,DK직영SHOP 서재점,자가매장,,외부위탁_자영,T world 2.0,30,"대구 달성군 다사읍 서재로 134, 1층",2016-01-07
동대구마케팅팀,D33713,DK직영SHOP,D337130010,DK직영SHOP 대곡스포렉스점,자가매장,,외부위탁_자영,T world 2.0,20,"대구 달서구 도원로 36, 1층(도원동,대곡스포렉스)",2016-02-22
동대구마케팅팀,D33719,서라벌대리점,D337190000,서라벌대리점 본점,자가매장,,직영매장,T world 2.0,20,"경북 경주시 충효녹지길 62-2, (충효동)",2016-05-23
동대구마케팅팀,D33725,한별대리점,D337250000,한별대리점 내당본점,자가매장,,외부위탁_운영,T world 2.0,30,"대구 달서구 달구벌대로 1828, (두류동,한성약국)",2018-10-15
동대구마케팅팀,D33725,한별대리점,D337250001,한별대리점 (소매사무실),자가매장,,,,18,"대구 달서구 달구벌대로 1834, 성안오피스텔 1207호(두류동)",2018-10-15
동대구마케팅팀,D33725,한별대리점,D337250002,한별대리점 만촌점,자가매장,,외부위탁_운영,T world 2.0,10,"대구 수성구 동원로 135, 122동 108호 (만촌동,메트로팔레스1단지아파트)",2018-10-15
동대구마케팅팀,D33725,한별대리점,D337250003,한별대리점 화원명곡점,자가매장,,외부위탁_운영,T world 2.0,14,"대구 달성군 화원읍 화암로 71, (명곡프라자)",2018-11-05
동대구마케팅팀,D33725,한별대리점,D337250004,한별대리점 비산본점,자가매장,,외부위탁_운영,T world 2.0,30,"대구 서구 달서로 154, (비산동,안주영베이커리)",2018-12-12
동대구마케팅팀,D33725,한별대리점,D337250006,한별대리점 황금점,자가매장,,외부위탁_운영,T world 2.0,23,"대구 수성구 청수로35길 99, (황금동)",2018-12-12
동대구마케팅팀,D33725,한별대리점,D337250008,한별대리점 팔달시장점,자가매장,,외부위탁_운영,T Premium Store,27,"대구 북구 팔달로 173-1, 101호 (노원동3가,노원상가)",2019-04-17
동대구마케팅팀,D33725,한별대리점,D337250010,한별대리점 영대병원점,자가매장,,외부위탁_운영,T world 2.0,12,"대구 남구 중앙대로 145, (대명동,동제약국)",2020-01-29
동대구마케팅팀,D33725,한별대리점,D337250012,한별대리점  계대동문점,투자매장,MC00141603,외부위탁_운영,T Premium Store,40,"대구 달서구 계대동문로 12, 1층",2021-07-06
동대구마케팅팀,D33725,한별대리점,D337250015,한별대리점 범어센터,투자매장,MC00127718,외부위탁_운영,T Premium Store,57,"대구 수성구 달구벌대로 2400, (범어동)",2023-07-20
동대구마케팅팀,D33725,한별대리점,D337250016,한별대리점 본리점,자가매장,,외부위탁_운영,T world 2.0,16,"대구 달서구 당산로 39, 224동 109호(본리동)",2024-03-11
동대구마케팅팀,D33725,한별대리점,D337250019,한별대리점 청구점,자가매장,,내부위탁,T world 2.0,19,"대구 수성구 국채보상로 846, 107호(범어동,청구성조타운)",2025-01-08
동대구마케팅팀,D33725,한별대리점,D337250020,한별대리점 지산점,투자매장,MC00094366,내부위탁,T world 2.0,54,대구 수성구 용학로 200 (지산동),2025-09-15
동대구마케팅팀,D33725,한별대리점,D337250021,한별대리점 하양중앙점,자가매장,,직영매장,TPS 2.0,20,"경북 경산시 하양읍 하양로 77, ()",2025-12-22
동대구마케팅팀,D33728,이화대리점,D337280005,이화대리점 본점,자가매장,,직영매장,TPS 2.0,25,"경북 포항시 남구 대이로 171, (이동)",2023-04-18
동대구마케팅팀,D33731,대원대리점,D337310000,대원대리점(본점),자가매장,,직영매장,TPS 2.0,34,경북 포항시 남구 구룡포읍 호미로 209-1 .,2023-11-22
동대구마케팅팀,D33733,스마트대리점,D337330000,스마트대리점 본점,자가매장,,직영매장,T world 2.0,15,"경북 경주시 안강읍 안강중앙로 230-1, (티월드)",2024-12-03
동대구마케팅팀,D33733,스마트대리점,D337330002,스마트대리점 동천점,자가매장,,직영매장,T world 2.0,25,"경북 경주시 양정로 268, (동천동)",2025-02-24
경북마케팅팀,D33113,상주대리점,D331130000,상주대리점 본점,자가매장,,직영매장,,35,경북 상주시 상산로 238 (남성동),1992-12-12
경북마케팅팀,D33115,안동대리점,D331150000,안동대리점 본점,자가매장,,직영매장,,25,경북 안동시 제비원로 117-1 (당북동),1992-12-12
경북마케팅팀,D33139,경북의성대리점,D331390000,경북의성대리점 본점,자가매장,,직영매장,,25,경북 의성군 의성읍 중앙길 74 (),1994-10-13
경북마케팅팀,D33159,안동남부대리점,D331590000,안동남부대리점 본점,자가매장,,직영매장,,60,"경북 안동시 경북대로 406, 103호 (옥동,태산빌딩)",1995-08-21
경북마케팅팀,D33159,안동남부대리점,D331590018,안동남부대리점 경북도청점,자가매장,,직영매장,T Premium Store,29,"경북 안동시 풍천면 갈전리 1276번지 중앙타워 111,112호",2018-01-19
경북마케팅팀,D33159,안동남부대리점,D331590021,안동남부대리점 의성직영점,자가매장,,직영매장,TPS 2.0,27,"경북 의성군 의성읍 군청길 4, ()",2021-06-28
경북마케팅팀,D33198,영주제일대리점,D331980000,영주제일대리점 본점,자가매장,,직영매장,,25,경북 영주시 지천로 185 (가흥동),1996-06-01
경북마케팅팀,D33223,남부대리점,D332230040,남부대리점 1번가직영본점,자가매장,,직영매장,T world 2.0,32,경북 구미시 구미중앙로 81 (원평동) 현대보석,2012-08-02
경북마케팅팀,D33223,남부대리점,D332230041,남부대리점 베스트직영점,자가매장,,직영매장,T world cafe,71,"경북 구미시 구미중앙로 75, 124동 10호(원평동,동양빌딩)",2014-05-15
경북마케팅팀,D33223,남부대리점,D332230046,남부대리점 구평직영점,자가매장,,외부위탁_운영,T world 2.0,50,"경북 구미시 인동남길 174, (구평동)",2017-01-25
경북마케팅팀,D33223,남부대리점,D332230047,남부대리점 상모직영점,자가매장,,직영매장,T world 2.0,10,"경북 구미시 상사서로 84, 1층 (상모동,플러스빌딩)",2017-07-03
경북마케팅팀,D33223,남부대리점,D332230049,남부대리점 소매사무실,자가매장,,직영매장,T world smart,25,"경북 구미시 구미중앙로 75, 124동 1층 10호(원평동)",2017-12-05
경북마케팅팀,D33223,남부대리점,D332230052,남부대리점 SK 시청점,자가매장,,직영매장,TPS 2.0,70,"경북 구미시 송정대로 44, (송정동)",2020-08-05
경북마케팅팀,D33223,남부대리점,D332230053,남부대리점 나이스점,자가매장,,직영매장,TPS 2.0,35,"경북 구미시 문화로 1, (원평동)",2021-01-22
경북마케팅팀,D33223,남부대리점,D332230055,남부대리점 세종점,자가매장,,직영매장,T world 2.0,12,"경북 구미시 상모로8길 6, 1층 (상모동)",2021-07-19
경북마케팅팀,D33223,남부대리점,D332230057,남부대리점 김천점,투자매장,MC00090369,직영매장,구독특화,50,경북 김천시 시청로 79 (신음동),2024-02-20
경북마케팅팀,D33223,남부대리점,D332230058,남부대리점 혁신점,자가매장,,직영매장,T world 2.0,45,"경북 김천시 용전1로 48, 101호(율곡동)(율곡동,율곡동654)",2025-08-28
경북마케팅팀,D33281,문경새재대리점,D332810006,문경새재대리점 중앙직영점,자가매장,,직영매장,,20,경북 문경시 중앙로 119 (점촌동),2007-10-11
경북마케팅팀,D33281,문경새재대리점,D332810009,문경새재대리점 안동행복점,자가매장,,직영매장,T world 2.0,41,"경북 안동시 강남1길 67, 1층 (정하동)",2012-08-16
경북마케팅팀,D33301,구미동남대리점,D333010008,구미동남대리점 본점,자가매장,,직영매장,,28,"경북 구미시 사곡로 27 (사곡동,김밥천하,먹쇠골,지노PC방,풍년떡방앗)",2011-06-22
경북마케팅팀,D33377,왜관대리점,D333770006,왜관대리점 본점,자가매장,,직영매장,T world 2.0,40,경북 칠곡군 왜관읍 중앙로 147 삼양 Y Y 빌딩,2013-11-28
경북마케팅팀,D33434,중앙SK대리점,D334340001,중앙SK대리점 본점,자가매장,,직영매장,,18,경북 영주시 중앙로 73-1 (영주동),1997-05-04
경북마케팅팀,D33434,중앙SK대리점,D334340011,중앙SK대리점 옥동직영점,자가매장,,직영매장,,30,경북 안동시 광명로 178 (옥동),2004-02-12
경북마케팅팀,D33434,중앙SK대리점,D334340039,중앙SK대리점 스카이직영점,자가매장,,직영매장,,12,경북 안동시 퇴계로 96 (서부동),2009-12-22
경북마케팅팀,D33434,중앙SK대리점,D334340041,중앙SK대리점 중앙직영점,자가매장,,직영매장,,15,"경북 안동시 문화광장길 5, 101호(남문동)",2011-06-14
경북마케팅팀,D33434,중앙SK대리점,D334340046,중앙SK대리점 소매사무실,자가매장,,직영매장,T world 2.0,20,"대구 중구 명륜로26길 61, (대봉동)",2020-04-27
경북마케팅팀,D33434,중앙SK대리점,D334340047,중앙SK대리점 에이스점,자가매장,,직영매장,T world 2.0,15,"경북 구미시 인동36길 17, (구평동,보람빌딩)",2020-05-04
경북마케팅팀,D33434,중앙SK대리점,D334340050,중앙SK대리점 침산직영점,자가매장,,외부위탁_운영,T world 2.0,15,"대구 북구 침산로 128, (침산동)",2025-01-22
경북마케팅팀,D33435,스피드대리점,D334350000,스피드대리점 본점,자가매장,,직영매장,,30,"경북 문경시 점촌로 1 (점촌동,SK텔레콤(스피드대리점)",1997-05-07
경북마케팅팀,D33468,용상대리점,D334680006,용상대리점 본점,자가매장,,직영매장,T world 2.0,20,"경북 안동시 경동로 863, 1층 101호 (용상동)",2012-11-15
경북마케팅팀,D33512,SK군위대리점,D335120000,SK군위대리점 본점,자가매장,,직영매장,,13,대구 군위군 군위읍 중앙길 99 SK텔레콤 군위대리점,2003-10-13
경북마케팅팀,D33551,나비대리점,D335510019,나비대리점 본점,자가매장,,직영매장,,25,경북 상주시 삼백로 158 (서성동),2006-04-27
경북마케팅팀,D33573,솔로몬,D335730004,솔로몬(매장),,,,,0,"대구 서구 서대구로 299, 27호 (비산동)",2008-12-30
경북마케팅팀,D33573,솔로몬,D335730005,솔로몬대리점 상동점,자가매장,,외부위탁_운영,,14,대구 수성구 수성로 105 (상동),2009-03-05
경북마케팅팀,D33573,솔로몬,D335730007,솔로몬대리점 본점,자가매장,,외부위탁_운영,,58,"대구 북구 동북로 150 (산격동,대현빌딩)",2009-10-05
경북마케팅팀,D33573,솔로몬,D335730008,솔로몬대리점 영업지원팀,자가매장,,,,20,"대구 북구 칠곡중앙대로 286, 4층(태전동)",2009-10-12
경북마케팅팀,D33573,솔로몬,D335730009,솔로몬대리점 신암점,자가매장,,외부위탁_자영,,18,대구 동구 동북로 415 (신암동),2010-06-24
경북마케팅팀,D33573,솔로몬,D335730010,솔로몬대리점 방촌점,자가매장,,외부위탁_운영,T world 2.0,22,"대구 동구 동촌로 225, 1층 (방촌동,사랑빌딩)",2012-06-27
경북마케팅팀,D33573,솔로몬,D335730012,솔로몬대리점 태전점,자가매장,,외부위탁_자영,T world 2.0,35,"대구 북구 칠곡중앙대로 284, 1동 1호(태전동)",2013-09-03
경북마케팅팀,D33573,솔로몬,D335730019,솔로몬대리점 칠곡점,자가매장,,외부위탁_운영,T world 2.0,25,대구 북구 칠곡중앙대로 337 (태전동) 1층,2017-02-16
경북마케팅팀,D33573,솔로몬,D335730027,솔로몬대리점 옥계점,자가매장,,외부위탁_운영,T Premium Store,18,"경북 구미시 산호대로31길 19, (옥계동,인동농협4공단지점)",2019-06-05
경북마케팅팀,D33573,솔로몬,D335730028,솔로몬대리점 경산하양점,자가매장,,외부위탁_운영,T Premium Store,20,"경북 경산시 하양읍 대학로 1530, ()",2019-07-24
경북마케팅팀,D33573,솔로몬,D335730031,솔로몬대리점 평화시장점,자가매장,,외부위탁_운영,TPS 2.0,46,"대구 동구 아양로 35, (신암동,상가서편)",2020-05-28
경북마케팅팀,D33573,솔로몬,D335730032,솔로몬대리점 칠곡팔거역점,자가매장,,외부위탁_운영,TPS 2.0,32,"대구 북구 팔거천동로 214, (동천동)",2020-06-22
경북마케팅팀,D33586,동이,D335860002,동이대리점 서문직영점,자가매장,,외부위탁_운영,,30,경북 상주시 삼백로 140 (서문동),2009-02-04
경북마케팅팀,D33586,동이,D335860008,동이대리점 (사무실),자가매장,,,T world smart,60,경북 상주시 상산로 313 (서문동) 상주축협 2층,2015-06-19
경북마케팅팀,D33586,동이,D335860015,동이 북삼직영점,자가매장,,외부위탁_운영,T Premium Store,33,"경북 칠곡군 북삼읍 금오대로 280 10호, 11호, 12호",2018-04-10
경북마케팅팀,D33586,동이,D335860017,동이대리점 도매사무실,자가매장,,직영매장,T world 2.0,15,"경북 상주시 상산로 313, (서문동) 상주축협 2층",2019-12-20
경북마케팅팀,D33591,문경하늘,D335910002,문경하늘대리점 시청직영점,자가매장,,직영매장,T world 2.0,36,"경북 문경시 당교로 230-1 (모전동,동방빌딩)",2013-01-24
경북마케팅팀,D33610,친절대리점,D336100000,친절대리점 친절 본점,자가매장,,직영매장,,25,경북 문경시 매봉1길 13 (모전동),2009-11-24
경북마케팅팀,D33648,SK매우만족대리점,D336480000,SK매우만족대리점 본점,자가매장,,직영매장,,12,경북 예천군 예천읍 시장로 144,2011-07-26
경북마케팅팀,D33654,더블유대리점,D336540002,더블유대리점 도매사무실,자가매장,,,,105,"대구 중구 달구벌대로 2068, (남산동) 와이즈빌딩 5층",2012-07-12
경북마케팅팀,D33654,더블유대리점,D336540008,더블유 강촌지점,자가매장,,외부위탁_운영,T world 2.0,25,"대구 동구 화랑로80길 3, 101동 101호(방촌동,우방강촌하이츠) 제1층 101호",2013-02-13
경북마케팅팀,D33654,더블유대리점,D336540012,더블유대리점 동성로직영점,자가매장,,직영매장,T world 2.0,39,대구 중구 동성로1길 64 (봉산동),2016-11-10
경북마케팅팀,D33654,더블유대리점,D336540020,더블유대리점 검단코스트코점,자가매장,,외부위탁_운영,T Premium Store,20,"대구 북구 복현로 181, 1층 (복현동)",2019-08-07
경북마케팅팀,D33654,더블유대리점,D336540021,더블유대리점 시지직영점,자가매장,,외부위탁_운영,T Premium Store,20,"대구 수성구 달구벌대로641길 4, (신매동)",2019-08-30
경북마케팅팀,D33654,더블유대리점,D336540022,더블유대리점 원평점,자가매장,,직영매장,T Premium Store,34,"경북 구미시 구미중앙로 99, (원평동)",2019-09-18
경북마케팅팀,D33654,더블유대리점,D336540025,더블유대리점 중산직영점,자가매장,,외부위탁_운영,TPS 2.0,26,"경북 경산시 펜타힐즈2로 45, (중산동,힐즈스퀘어2) 107호,108호",2020-03-10
경북마케팅팀,D33654,더블유대리점,D336540031,더블유대리점 대구센터,자가매장,,직영매장,구독특화,45,대구 중구 동성로1길 42 (봉산동.SKT더블유대리점),2021-12-09
경북마케팅팀,D33654,더블유대리점,D336540033,더블유대리점 소매사무실,자가매장,,직영매장,T world smart,18,"대구 중구 동성로1길 45, 2층 (봉산동)",2022-12-14
경북마케팅팀,D33654,더블유대리점,D336540035,더블유대리점 각산점,자가매장,,외부위탁_운영,T world 2.0,18,"대구 동구 과학로 2, 101호(각산동)",2023-04-25
경북마케팅팀,D33654,더블유대리점,D336540036,더블유대리점 만촌센터,투자매장,"MC00163416 , MC00163482",직영매장,T world 2.0,32,"대구 수성구 달구벌대로 2606, 상가102(1라인)동 101호(만촌동,만촌역서한포레스트)",2023-04-27
경북마케팅팀,D33654,더블유대리점,D336540037,더블유대리점 도남센터,자가매장,,외부위탁_운영,TPS 2.0,23,"대구 북구 도남중앙로7길 6, 110호(국우동)",2023-10-17
경북마케팅팀,D33654,더블유대리점,D336540038,더블유대리점 서부센터,투자매장,"MC00135567 , MC00136010",직영매장,T world 2.0,39,"대구 달서구 월배로 473, 1층 105호 (송현동) 105호, 106호",2024-06-20
경북마케팅팀,D33654,더블유대리점,D336540039,더블유대리점 범물직영점,투자매장,MC00173786,직영매장,TPS 2.0,29,대구 수성구 지범로 181 (지산동) 제1층 105호,2025-08-12
경북마케팅팀,D33655,안동삼성대리점,D336550000,안동삼성대리점 본점,자가매장,,직영매장,,30,"경북 안동시 경동로 519, (태화동) 경동로 521",2012-07-25
경북마케팅팀,D33662,티엔에스,D336620000,티엔에스 본점,자가매장,,직영매장,,15,경북 구미시 인동중앙로 36-9 (인의동) 베스트아울렛,2013-02-26
경북마케팅팀,D33662,티엔에스,D336620003,티엔에스 진평점,자가매장,,직영매장,T Premium Store,26,경북 구미시 인동북길 79 1층 103.104호(인의동.섬계빌딩),2016-08-19
경북마케팅팀,D33675,SK역전대리점,D336750000,SK역전대리점 본점,자가매장,,직영매장,,20,경북 안동시 영가로 3 (운흥동),2013-10-25
경북마케팅팀,D33676,상주중앙대리점,D336760000,상주중앙대리점 본점,자가매장,,직영매장,,30,경북 상주시 상산로 263-1 (남성동),2014-02-17
경북마케팅팀,D33697,영풍,D336970000,영풍대리점 본점,자가매장,,직영매장,,8,경북 영주시 풍기읍 기주로 101 sk텔레콤,2015-03-30
경북마케팅팀,D33723,고객사랑,D337230000,고객사랑대리점 본점,자가매장,,직영매장,,25,경북 안동시 제비원로 185-1 (금곡동),2016-11-25
경북마케팅팀,D33724,가람대리점,D337240000,가람대리점(본점),자가매장,,직영매장,T Premium Store,35,"경북 영주시 대동로 22, 1층 (가흥동)",2018-06-19
경북마케팅팀,D33724,가람대리점,D337240002,가람대리점 송현점,자가매장,,직영매장,T Premium Store,30,"경북 안동시 경동로 289, (송현동,아세아농기계대리점)",2019-06-21
경북마케팅팀,D33729,드림라인,D337290002,드림라인 도매사무실,자가매장,,직영매장,T world smart,60,"대구 남구 대명로 101, 4층 (대명동)",2020-12-29
경북마케팅팀,D33729,드림라인,D337290008,드림라인 안지랑점,자가매장,,외부위탁_운영,T world 2.0,50,"대구 남구 대명로 154, (대명동) 1층",2023-05-22
경북마케팅팀,D33732,돌파대리점,D337320000,돌파대리점 효목점,자가매장,,내부위탁,T world 2.0,30,"대구 동구 아양로 238, (효목동)",2024-12-03
경북마케팅팀,D33732,돌파대리점,D337320002,돌파대리점 구미센터,자가매장,,직영매장,T world 2.0,26,"경북 구미시 야은로 765, (신평동)",2024-12-03
경북마케팅팀,D33732,돌파대리점,D337320003,돌파대리점 평리점,자가매장,,직영매장,T world 2.0,20,"대구 서구 평리로 243, 101동 1호(중리동)",2024-12-17
경북마케팅팀,D33732,돌파대리점,D337320004,돌파대리점 사수점,자가매장,,내부위탁,TPS 2.0,20,"대구 북구 한강로 56, (사수동)",2024-12-20
경북마케팅팀,D33732,돌파대리점,D337320005,돌파대리점 신암점,투자매장,MC00138784,외부위탁_자영,T world 2.0,40,"대구 동구 신암로 96-1, (신암동)",2025-01-07
경북마케팅팀,D33732,돌파대리점,D337320006,돌파대리점 수성점,자가매장,,직영매장,T world 2.0,30,"대구 수성구 수성로 322, (수성동2가) 1층",2025-12-22
경북마케팅팀,D33734,봉화대리점,D337340000,봉화대리점 본점(본점),자가매장,,직영매장,T world 2.0,17,"경북 봉화군 봉화읍 봉화로 1161-5, 1층 102호",2025-04-17
